sw2_path,sw3_url,match_type,confidence,sw3_title,needs_review
/Catalogue/Business-Economy-and-Labour-Market/Businesses/Research-and-Development,https://stats.gov.wales/en-GB/topic/1/business-economy-labour-market,category,1.0,,False
/Catalogue/Business-Economy-and-Labour-Market/Businesses/Research-and-Development/latestresearchanddevelopmentexpenditure-by-area-expendituretype,https://stats.gov.wales/en-GB/topic/1/business-economy-labour-market,category_fallback,0.0,,False
/Catalogue/Business-Economy-and-Labour-Market/Businesses/Research-and-Development/researchanddevelopmentexpenditure-by-expendituretype-ukcountry-year,https://stats.gov.wales/en-GB/topic/1/business-economy-labour-market,category_fallback,0.0,,False
/Catalogue/Business-Economy-and-Labour-Market/Businesses/Research-and-Development/researchanddevelopmentexpenditureinwales-by-expendituretype-year,https://stats.gov.wales/en-GB/topic/1/business-economy-labour-market,category_fallback,0.0,,False
/Catalogue/Business-Economy-and-Labour-Market/Businesses/VAT-Businesses,https://stats.gov.wales/en-GB/topic/1/business-economy-labour-market,category,1.0,,False
/Catalogue/Business-Economy-and-Labour-Market/Businesses/VAT-Businesses/VATRegisteredBusiness3YearSurvivalRates-by-Area-Year,https://stats.gov.wales/en-GB/topic/1/business-economy-labour-market,category_fallback,0.0,,False
/Catalogue/Business-Economy-and-Labour-Market/Businesses/VAT-Businesses/VATRegisteredBusinessClosures-by-Area-Year,https://stats.gov.wales/en-GB/topic/1/business-economy-labour-market,category_fallback,0.0,,False
/Catalogue/Business-Economy-and-Labour-Market/Businesses/VAT-Businesses/VATRegisteredBusinessStartUps-by-Area-Year,https://stats.gov.wales/en-GB/topic/1/business-economy-labour-market,category_fallback,0.0,,False
/Catalogue/Business-Economy-and-Labour-Market/Businesses/VAT-Businesses/VATRegisteredBusinessStock-by-Area-Year,https://stats.gov.wales/en-GB/topic/1/business-economy-labour-market,category_fallback,0.0,,False
/Catalogue/Business-Economy-and-Labour-Market/Businesses/VAT-Businesses/VATRegisteredBusinessStockInWales-by-Industry-Year,https://stats.gov.wales/en-GB/topic/1/business-economy-labour-market,category_fallback,0.0,,False
/Catalogue/Business-Economy-and-Labour-Market/Economic-Indices,https://stats.gov.wales/en-GB/topic/1/business-economy-labour-market,category,1.0,,False
/Catalogue/Business-Economy-and-Labour-Market/Economic-Indices/Index-of-Market-Services,https://stats.gov.wales/en-GB/topic/1/business-economy-labour-market,category,1.0,,False
/Catalogue/Business-Economy-and-Labour-Market/Economic-Indices/Index-of-Market-Services/indexofaccommodationandfoodserviceactivities-by-quarter-area-section,https://stats.gov.wales/en-GB/topic/1/business-economy-labour-market,category_fallback,0.0,,False
/Catalogue/Business-Economy-and-Labour-Market/Economic-Indices/Index-of-Market-Services/indexofaccommodationandfoodserviceactivities-by-year-area-section,https://stats.gov.wales/en-GB/topic/1/business-economy-labour-market,category_fallback,0.0,,False
/Catalogue/Business-Economy-and-Labour-Market/Economic-Indices/Index-of-Market-Services/indexofadministrativeandsupportserviceactivities-by-quarter-area,https://stats.gov.wales/en-GB/topic/1/business-economy-labour-market,category_fallback,0.0,,False
/Catalogue/Business-Economy-and-Labour-Market/Economic-Indices/Index-of-Market-Services/indexofadministrativeandsupportserviceactivities-by-year-area,https://stats.gov.wales/en-GB/topic/1/business-economy-labour-market,category_fallback,0.0,,False
/Catalogue/Business-Economy-and-Labour-Market/Economic-Indices/Index-of-Market-Services/indexofdistribution-by-quarter-area-section,https://stats.gov.wales/en-GB/topic/1/business-economy-labour-market,category_fallback,0.0,,False
/Catalogue/Business-Economy-and-Labour-Market/Economic-Indices/Index-of-Market-Services/indexofdistribution-by-year-area-section,https://stats.gov.wales/en-GB/topic/1/business-economy-labour-market,category_fallback,0.0,,False
/Catalogue/Business-Economy-and-Labour-Market/Economic-Indices/Index-of-Market-Services/indexoffinancialandinsuranceactivities-by-quarter-area,https://stats.gov.wales/en-GB/topic/1/business-economy-labour-market,category_fallback,0.0,,False
/Catalogue/Business-Economy-and-Labour-Market/Economic-Indices/Index-of-Market-Services/indexoffinancialandinsuranceactivities-by-year-area,https://stats.gov.wales/en-GB/topic/1/business-economy-labour-market,category_fallback,0.0,,False
/Catalogue/Business-Economy-and-Labour-Market/Economic-Indices/Index-of-Market-Services/indexofinformationandcommunicationactivities-by-quarter-area-section,https://stats.gov.wales/en-GB/topic/1/business-economy-labour-market,category_fallback,0.0,,False
/Catalogue/Business-Economy-and-Labour-Market/Economic-Indices/Index-of-Market-Services/indexofinformationandcommunicationactivities-by-year-area-section,https://stats.gov.wales/en-GB/topic/1/business-economy-labour-market,category_fallback,0.0,,False
/Catalogue/Business-Economy-and-Labour-Market/Economic-Indices/Index-of-Market-Services/indexofmarketservices-by-quarter-area,https://stats.gov.wales/en-GB/topic/1/business-economy-labour-market,category_fallback,0.0,,False
/Catalogue/Business-Economy-and-Labour-Market/Economic-Indices/Index-of-Market-Services/indexofmarketservices-by-year-area,https://stats.gov.wales/en-GB/topic/1/business-economy-labour-market,category_fallback,0.0,,False
/Catalogue/Business-Economy-and-Labour-Market/Economic-Indices/Index-of-Market-Services/indexofotherservices-by-quarter-area,https://stats.gov.wales/en-GB/topic/1/business-economy-labour-market,category_fallback,0.0,,False
/Catalogue/Business-Economy-and-Labour-Market/Economic-Indices/Index-of-Market-Services/indexofotherservices-by-year-area,https://stats.gov.wales/en-GB/topic/1/business-economy-labour-market,category_fallback,0.0,,False
/Catalogue/Business-Economy-and-Labour-Market/Economic-Indices/Index-of-Market-Services/indexofprofessionalscientificandtechnicalactivities-by-quarter-area,https://stats.gov.wales/en-GB/topic/1/business-economy-labour-market,category_fallback,0.0,,False
/Catalogue/Business-Economy-and-Labour-Market/Economic-Indices/Index-of-Market-Services/indexofprofessionalscientificandtechnicalactivities-by-year-area,https://stats.gov.wales/en-GB/topic/1/business-economy-labour-market,category_fallback,0.0,,False
/Catalogue/Business-Economy-and-Labour-Market/Economic-Indices/Index-of-Market-Services/indexofrealestateactivities-by-quarter-area-section,https://stats.gov.wales/en-GB/topic/1/business-economy-labour-market,category_fallback,0.0,,False
/Catalogue/Business-Economy-and-Labour-Market/Economic-Indices/Index-of-Market-Services/indexofrealestateactivities-by-year-area-section,https://stats.gov.wales/en-GB/topic/1/business-economy-labour-market,category_fallback,0.0,,False
/Catalogue/Business-Economy-and-Labour-Market/Economic-Indices/Index-of-Market-Services/indexoftransport-by-quarter-area-section,https://stats.gov.wales/en-GB/topic/1/business-economy-labour-market,category_fallback,0.0,,False
/Catalogue/Business-Economy-and-Labour-Market/Economic-Indices/Index-of-Market-Services/indexoftransport-by-year-area-section,https://stats.gov.wales/en-GB/topic/1/business-economy-labour-market,category_fallback,0.0,,False
/Catalogue/Business-Economy-and-Labour-Market/Economic-Indices/Indices-of-Production-and-Construction,https://stats.gov.wales/en-GB/topic/1/business-economy-labour-market,category,1.0,,False
/Catalogue/Business-Economy-and-Labour-Market/Economic-Indices/Indices-of-Production-and-Construction/indexofconstruction-by-quarter-area,https://stats.gov.wales/en-GB/topic/1/business-economy-labour-market,category_fallback,0.0,,False
/Catalogue/Business-Economy-and-Labour-Market/Economic-Indices/Indices-of-Production-and-Construction/indexofconstruction-by-year-area-,https://stats.gov.wales/en-GB/topic/1/business-economy-labour-market,category_fallback,0.0,,False
/Catalogue/Business-Economy-and-Labour-Market/Economic-Indices/Indices-of-Production-and-Construction/indexofelectricitygasandwatersupply-by-quarter-area,https://stats.gov.wales/en-GB/topic/1/business-economy-labour-market,category_fallback,0.0,,False
/Catalogue/Business-Economy-and-Labour-Market/Economic-Indices/Indices-of-Production-and-Construction/indexofelectricitygasandwatersupply-by-year-area,https://stats.gov.wales/en-GB/topic/1/business-economy-labour-market,category_fallback,0.0,,False
/Catalogue/Business-Economy-and-Labour-Market/Economic-Indices/Indices-of-Production-and-Construction/indexofmanufacturing-by-quarter-area,https://stats.gov.wales/en-GB/topic/1/business-economy-labour-market,category_fallback,0.0,,False
/Catalogue/Business-Economy-and-Labour-Market/Economic-Indices/Indices-of-Production-and-Construction/indexofmanufacturing-by-year-area-copy,https://stats.gov.wales/en-GB/topic/1/business-economy-labour-market,category_fallback,0.0,,False
